"","Id","source","SalePrice","ExterCond","ExterQual","Exterior1st","Exterior2nd","Fence","FireplaceQu","Fireplaces","Foundation","Functional","GarageArea","GarageFinish","GarageQual","GarageType","GarageYrBlt","GrLivArea","Bath"
"1517",1517,"test",NA,3,3,"HdBoard","HdBoard",0,4,1,"CBlock",7,-0.733091194836949,1,3,"Attchd",1966,-0.736605235498083,1
"1518",1518,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,0.478844593722892,1,3,"Attchd",1958,0.204011337853103,2
"1519",1519,"test",NA,3,4,"VinylSd","VinylSd",3,0,0,"PConc",7,0.683155607886237,2,3,"Attchd",2003,-0.0410232316753572,2
"1520",1520,"test",NA,3,3,"MetalSd","MetalSd",4,0,0,"CBlock",7,-0.765595219817481,2,3,"Attchd",1959,-0.706963956926092,1
"1521",1521,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.747021491257177,2,3,"Attchd",1959,-0.582470586923729,1
"1522",1522,"test",NA,3,3,"Wd Sdng","Wd Sdng",2,4,2,"CBlock",7,-0.152662177327446,1,3,"Attchd",1956,0.156585292137917,1.5
"1523",1523,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.974549666120902,1,3,"Attchd",1956,-0.32360342072834,1
"1524",1524,"test",NA,3,3,"WdShing","Wd Shng",0,0,0,"CBlock",7,-0.71916089841672,1,3,"Detchd",1952,-0.863074690738579,1
"1525",1525,"test",NA,4,3,"MetalSd","MetalSd",2,0,0,"CBlock",7,-0.779525516237709,1,3,"Attchd",1955,-1.04487453264679,1
"1526",1526,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.969906233980826,1,3,"Attchd",1958,-1.01325716883667,1
"1527",1527,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",7,0.943187807730494,1,3,"Detchd",1989,-1.01918542455107,1
"1528",1528,"test",NA,3,3,"WdShing","Wd Shng",2,0,0,"CBlock",7,-0.895611319739609,1,3,"Detchd",1950,-0.54690105263734,1
"1529",1529,"test",NA,3,3,"BrkFace","Wd Sdng",0,0,0,"CBlock",7,0.0516488368358986,2,3,"Detchd",1960,-0.643729229305844,1.5
"1530",1530,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,3,1,"CBlock",6,-0.152662177327446,2,3,"Attchd",1963,-0.20899047691664,1
"1531",1531,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,4,2,"PConc",5,-1.08134860534265,1,3,"Basment",1900,0.678271795004962,1
"1532",1532,"test",NA,3,3,"Wd Sdng","Wd Sdng",3,4,1,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,-1.11601360121957,1
"1533",1533,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,0.362758790220992,1,3,"Detchd",1957,-0.303842568347012,1
"1534",1534,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"PConc",7,-1.08134860534265,1,2,"Detchd",1938,-0.493546751207756,1
"1535",1535,"test",NA,4,3,"VinylSd","VinylSd",0,4,1,"BrkTil",7,-1.08134860534265,1,3,"Detchd",1948,0.261317809758953,1
"1536",1536,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",7,-0.733091194836949,1,3,"Detchd",1962,-0.505403262636552,1
"1537",1537,"test",NA,2,3,"AsbShng","AsbShng",0,4,1,"BrkTil",7,1.4261047502984,1,2,"Detchd",1928,-1.32152646598538,1
"1538",1538,"test",NA,4,4,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,-0.858463862619001,1,3,"Detchd",1930,0.128920098804059,2
"1539",1539,"test",NA,4,4,"Wd Sdng","Wd Sdng",0,0,0,"Stone",7,0.701729336446541,1,3,"Detchd",2003,1.51613193597325,3
"1540",1540,"test",NA,2,3,"MetalSd","MetalSd",0,0,0,"BrkTil",7,-2.19577231896089,0,0,"NoGarage",1894,1.49241891311565,2
"1541",1541,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",6,0.701729336446541,1,3,"Detchd",1970,-0.0607840840566846,1.5
"1542",1542,"test",NA,4,3,"MetalSd","MetalSd",3,0,0,"CBlock",7,-0.5102064521133,1,3,"Detchd",1950,0.219820019758165,1.5
"1543",1543,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",7,-0.733091194836949,1,3,"Detchd",1928,1.1209148883467,1.5
"1544",1544,"test",NA,3,3,"MetalSd","MetalSd",3,0,0,"BrkTil",7,-1.26708589094569,1,2,"Detchd",1926,-1.45392417694027,1
"1545",1545,"test",NA,3,3,"MetalSd","MetalSd",3,0,0,"BrkTil",7,-1.08134860534265,1,3,"Detchd",1939,-0.728700894545552,1
"1546",1546,"test",NA,4,3,"MetalSd","MetalSd",0,4,2,"CBlock",7,0.478844593722892,1,3,"Detchd",1973,-0.602231439305057,1.5
"1547",1547,"test",NA,3,3,"MetalSd","MetalSd",0,2,2,"CBlock",5,-1.08134860534265,1,3,"Detchd",1942,-0.0943775331049413,1.5
"1548",1548,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-0.747021491257177,1,3,"Detchd",1948,-0.167492686915853,1.5
"1549",1549,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,0.701729336446541,3,3,"Detchd",1979,-0.910500736453765,1
"1550",1550,"test",NA,3,3,"MetalSd","MetalSd",3,4,1,"BrkTil",7,0.0330751082755945,1,3,"Detchd",1930,0.0696375416600765,2
"1551",1551,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",7,-0.858463862619001,1,3,"Detchd",1923,-0.855170349786048,1
"1552",1552,"test",NA,2,3,"MetalSd","MetalSd",4,3,1,"CBlock",7,0.460270865162588,1,3,"Detchd",1915,0.911449853104626,1.5
"1553",1553,"test",NA,4,4,"Wd Sdng","Wd Sdng",0,0,0,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,0.117063587375262,1.5
"1554",1554,"test",NA,4,3,"VinylSd","VinylSd",4,0,0,"BrkTil",7,-1.35995453374721,1,3,"Detchd",1920,-0.349292528824065,1
"1555",1555,"test",NA,3,3,"HdBoard","HdBoard",0,4,2,"CBlock",7,-0.500919587833148,1,3,"Attchd",1959,0.344313389760528,2
"1556",1556,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",4,-1.35995453374721,1,2,"Detchd",1917,-0.54690105263734,1.5
"1557",1557,"test",NA,2,2,"Wd Sdng","Wd Shng",0,0,0,"BrkTil",7,-2.19577231896089,0,0,"NoGarage",1894,-0.214918732631039,1
"1558",1558,"test",NA,3,3,"VinylSd","VinylSd",3,0,0,"CBlock",7,-1.12313949460333,1,3,"Detchd",1940,-1.14960705026783,1
"1559",1559,"test",NA,3,3,"Wd Sdng","Stucco",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,0.757315204530272,1.5
"1560",1560,"test",NA,4,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",7,-0.106227855926686,1,3,"Detchd",1910,0.354193815951192,2
"1561",1561,"test",NA,2,2,"Plywood","Plywood",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,0.654558772147369,2
"1562",1562,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.264104548689271,1,3,"Detchd",1966,-1.20296135169741,1
"1563",1563,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.895611319739609,1,3,"Detchd",1969,-1.25829173836513,1
"1564",1564,"test",NA,3,3,"Plywood","Plywood",0,3,2,"CBlock",7,0.548496075824033,3,3,"Attchd",1978,-0.252464352155561,1
"1565",1565,"test",NA,4,3,"HdBoard","HdBoard",3,3,2,"CBlock",7,0.0330751082755945,1,3,"Attchd",1968,-0.120066641200667,1.5
"1566",1566,"test",NA,4,4,"Wd Sdng","Wd Sdng",0,3,2,"CBlock",7,1.00819585769156,2,3,"Attchd",1977,-0.035094975960959,1.5
"1567",1567,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,-0.152662177327446,1,3,"Detchd",1945,-1.47170894408346,1
"1568",1568,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,0.228099258158787,3,3,"Attchd",1978,0.948995472629148,2.5
"1569",1569,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",7,0.0330751082755945,2,3,"Attchd",1938,0.2158678492819,2
"1570",1570,"test",NA,3,3,"Wd Sdng","Plywood",3,3,1,"CBlock",7,-0.0272895095453937,1,3,"Attchd",1987,-0.843313838357252,1
"1571",1571,"test",NA,3,3,"WdShing","Wd Shng",3,3,1,"CBlock",7,-1.22529500168501,1,2,"Detchd",1947,0.0597571154694128,1
"1572",1572,"test",NA,3,3,"WdShing","Wd Shng",0,0,0,"CBlock",7,-0.496276155693072,3,3,"Attchd",1954,-0.649657485020243,1
"1573",1573,"test",NA,3,4,"VinylSd","VinylSd",0,3,2,"PConc",7,0.460270865162588,2,3,"Attchd",2009,0.0143071549923597,1
"1574",1574,"test",NA,2,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,0.144517479637419,1,3,"Detchd",1964,-0.400670745015517,2
"1575",1575,"test",NA,3,4,"Plywood","Plywood",3,3,2,"CBlock",7,0.255959850999243,2,4,"Attchd",1987,-0.133899237867596,1.5
"1576",1576,"test",NA,4,4,"VinylSd","VinylSd",0,4,1,"PConc",7,2.52659816749642,2,3,"2Types",2000,0.595276215003387,2.5
"1577",1577,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.659938447185857,2,3,"Attchd",2009,-0.550853223113605,2
"1578",1578,"test",NA,3,3,"Wd Sdng","Plywood",0,0,0,"PConc",7,0.0516488368358986,1,3,"Detchd",1957,-0.110186215010003,2
"1579",1579,"test",NA,4,3,"VinylSd","VinylSd",4,0,0,"PConc",7,0.497418322283196,1,4,"Attchd",1998,-1.05870712931372,1
"1580",1580,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,0.186308368898103,2,3,"Attchd",1997,0.377906838808785,2.5
"1581",1581,"test",NA,4,4,"CemntBd","CmentBd",3,0,0,"CBlock",7,-0.765595219817481,1,3,"Attchd",1977,-0.938165929787623,1.5
"1582",1582,"test",NA,3,3,"Wd Sdng","Wd Sdng",3,0,0,"CBlock",7,0.0516488368358986,1,3,"Detchd",1977,-1.23457871550753,1
"1583",1583,"test",NA,3,4,"CemntBd","CmentBd",0,4,1,"PConc",7,1.75114500010372,2,3,"Attchd",2003,0.94306721691475,2.5
"1584",1584,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.687799040026313,3,3,"Attchd",1997,1.18019744549068,2.5
"1585",1585,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.245530820128967,3,3,"Attchd",2003,-1.28990910217525,1
"1586",1586,"test",NA,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",6,-1.08134860534265,1,3,"Detchd",1945,-1.70093483170686,1
"1587",1587,"test",NA,4,3,"VinylSd","VinylSd",3,0,0,"CBlock",7,-0.714517466276644,1,3,"Detchd",1954,-1.00535282788414,1
"1588",1588,"test",NA,3,3,"MetalSd","MetalSd",3,0,0,"CBlock",7,-0.635579119895352,2,3,"Attchd",1968,-0.602231439305057,1
"1589",1589,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,0.0330751082755945,1,3,"Detchd",1956,-0.752413917403145,1
"1590",1590,"test",NA,3,3,"Plywood","Plywood",0,2,1,"CBlock",7,-0.561284205654136,1,3,"Detchd",1975,-0.799839963118331,1
"1591",1591,"test",NA,3,3,"WdShing","Wd Shng",3,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-1.06858755550438,1
"1592",1592,"test",NA,3,3,"MetalSd","VinylSd",3,4,1,"BrkTil",7,-0.98847996254113,1,3,"Detchd",1979,-0.404622915491782,2
"1593",1593,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",7,-0.343042895070563,1,3,"Detchd",1939,-1.27410042027019,1
"1594",1594,"test",NA,3,3,"Plywood","CBlock",0,0,0,"Slab",5,-2.19577231896089,0,0,"NoGarage",1894,2.27099649693995,3
"1595",1595,"test",NA,3,3,"VinylSd","VinylSd",0,4,1,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,0.326528622617333,1
"1596",1596,"test",NA,4,4,"Wd Sdng","Wd Sdng",0,3,2,"BrkTil",7,-0.747021491257177,1,3,"Attchd",1941,1.24936042882533,1.5
"1597",1597,"test",NA,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,0.0516488368358986,1,3,"Detchd",1950,1.33630817930317,2.5
"1598",1598,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.0005710832950624,2,3,"BuiltIn",1994,0.298863429283475,2.5
"1599",1599,"test",NA,3,4,"HdBoard","HdBoard",0,3,1,"CBlock",7,0.581000100804565,3,3,"Attchd",1989,-0.922357247882561,1
"1600",1600,"test",NA,3,4,"HdBoard","HdBoard",0,3,1,"CBlock",7,0.269890147419471,1,3,"Attchd",1989,-0.61211186549572,2
"1601",1601,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,-1.26708589094569,1,2,"Detchd",1951,-1.89854335552014,1
"1602",1602,"test",NA,3,3,"Wd Sdng","Wd Sdng",3,0,0,"BrkTil",7,0.706372768586617,1,3,"Detchd",1950,-0.778103025498871,1
"1603",1603,"test",NA,2,2,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-0.663439712735808,2,3,"Detchd",1896,-1.08439623740945,1
"1604",1604,"test",NA,3,4,"CemntBd","CmentBd",0,4,1,"PConc",7,0.242029554579015,3,3,"Attchd",2004,0.287006917854678,2
"1605",1605,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,1.24501089683544,1,3,"Attchd",1998,0.82054993215052,2.5
"1606",1606,"test",NA,3,3,"Plywood","Plywood",4,2,1,"CBlock",7,0.0005710832950624,1,3,"Attchd",1977,-0.426359853111242,2
"1607",1607,"test",NA,3,3,"Plywood","Plywood",0,0,0,"CBlock",7,1.4075310217381,1,3,"2Types",1976,1.08139318358404,3
"1608",1608,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.868892893489278,3,3,"Attchd",2008,-0.305818653585145,2
"1609",1609,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.218812393878635,2,3,"Attchd",2010,-0.566661905018667,2
"1610",1610,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.338399462930487,3,3,"BuiltIn",2007,-0.112162300248136,2.5
"1611",1611,"test",NA,3,3,"Plywood","HdBoard",0,3,1,"CBlock",7,0.255959850999243,1,3,"Attchd",1965,-0.46785764311203,1
"1612",1612,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.701729336446541,2,3,"Attchd",2004,-0.139827493581994,2
"1613",1613,"test",NA,3,3,"VinylSd","VinylSd",0,4,1,"PConc",7,0.989622129131254,1,3,"Attchd",2001,-0.30977082406141,2
"1614",1614,"test",NA,3,3,"CemntBd","CmentBd",0,1,1,"CBlock",7,-1.02098398752166,2,3,"Attchd",1973,-1.09822883407638,1
"1615",1615,"test",NA,3,3,"CemntBd","CmentBd",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-0.807744304070862,1.5
"1616",1616,"test",NA,3,3,"CemntBd","CmentBd",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-0.807744304070862,1.5
"1617",1617,"test",NA,3,3,"CemntBd","CmentBd",0,0,0,"CBlock",7,-0.867750726899153,1,3,"Attchd",1972,-0.807744304070862,1.5
"1618",1618,"test",NA,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-0.561284205654136,1,3,"Detchd",1971,-1.2385308859838,1
"1619",1619,"test",NA,3,3,"VinylSd","VinylSd",3,0,0,"CBlock",7,0.102726590376735,1,3,"Attchd",1984,-1.31955038074724,1
"1620",1620,"test",NA,1,3,"HdBoard","HdBoard",0,0,0,"PConc",7,0.664581879325933,1,3,"Attchd",1985,1.84020991502702,5
"1621",1621,"test",NA,3,3,"HdBoard","HdBoard",2,0,0,"PConc",7,0.478844593722892,1,3,"Detchd",1993,-0.448096790730703,1.5
"1622",1622,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.918828480439989,3,3,"Attchd",1969,-0.0429993169134899,2
"1623",1623,"test",NA,4,4,"VinylSd","VinylSd",2,3,2,"PConc",7,0.0423619725557466,1,3,"Attchd",1994,0.597252300241519,2.5
"1624",1624,"test",NA,4,4,"VinylSd","VinylSd",0,2,1,"PConc",7,0.664581879325933,3,3,"Attchd",1993,0.585395788812723,2.5
"1625",1625,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,0.135230615357267,1,3,"Attchd",1956,-1.22272220407874,1
"1626",1626,"test",NA,3,3,"Plywood","Plywood",0,4,1,"CBlock",7,0.255959850999243,2,3,"Attchd",1974,-0.131923152629463,2
"1627",1627,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.0133592131251657,3,3,"Attchd",1997,0.211915678805634,2.5
"1628",1628,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.738876793567149,3,3,"BuiltIn",2003,1.54577321454524,2.5
"1629",1629,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"PConc",7,-0.384833784331247,3,3,"BuiltIn",1996,0.251437383568289,2.5
"1630",1630,"test",NA,3,4,"CemntBd","CmentBd",0,4,1,"PConc",7,0.42312340804198,3,3,"Attchd",2004,2.01805758645896,2
"1631",1631,"test",NA,3,3,"CemntBd","CmentBd",0,0,0,"PConc",7,0.102726590376735,3,3,"Attchd",1998,-0.0449754021516227,2
"1632",1632,"test",NA,3,4,"CemntBd","CmentBd",0,0,0,"PConc",7,0.255959850999243,2,3,"Attchd",1995,0.46090241881036,2
"1633",1633,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.356973191490791,3,3,"BuiltIn",1998,-0.234679585012366,2.5
"1634",1634,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.152662177327446,3,3,"Attchd",1998,0.267246065473351,2.5
"1635",1635,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"PConc",7,-0.296608573669803,3,3,"Attchd",1994,0.0301158368974216,2.5
"1636",1636,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"PConc",7,-0.199096498728206,1,3,"Attchd",1993,-0.614087950733853,2
"1637",1637,"test",NA,3,3,"HdBoard","Wd Sdng",0,3,1,"PConc",7,0.437053704462208,1,3,"Attchd",1977,0.856119466436909,2.5
"1638",1638,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",7,0.260603283139319,2,3,"Attchd",1978,1.08534535406031,2.5
"1639",1639,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,0.0516488368358986,2,3,"Attchd",1978,0.336409048807997,2
"1640",1640,"test",NA,3,3,"Plywood","Plywood",0,3,1,"CBlock",7,-0.14801874518737,2,3,"BuiltIn",1980,2.31644645741701,2.5
"1641",1641,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"PConc",7,0.0284316761355185,3,3,"Attchd",1978,0.407548117380776,2
"1642",1642,"test",NA,3,4,"CemntBd","CmentBd",0,5,1,"PConc",7,0.502061754423272,2,3,"Attchd",2003,0.757315204530272,2.5
"1643",1643,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.534565779403805,3,3,"Attchd",2000,0.737554352148944,2.5
"1644",1644,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.427766840182056,2,3,"Attchd",2002,0.613060982146581,2.5
"1645",1645,"test",NA,3,3,"HdBoard","HdBoard",0,2,2,"CBlock",7,0.0237882439954425,2,3,"Attchd",1975,0.23760478690136,2
"1646",1646,"test",NA,3,3,"Plywood","Plywood",2,3,1,"CBlock",7,0.255959850999243,2,3,"Attchd",1974,-0.760318258355676,2
"1647",1647,"test",NA,3,3,"Plywood","Plywood",0,3,1,"CBlock",7,0.153804343917571,1,3,"Attchd",1975,-0.608159695019455,2
"1648",1648,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,0.0191448118553665,2,3,"Attchd",1970,-0.633848803115181,1.5
"1649",1649,"test",NA,3,3,"Plywood","Plywood",0,0,0,"CBlock",7,-0.635579119895352,1,3,"Attchd",1971,-0.890739884072437,1.5
"1650",1650,"test",NA,3,3,"VinylSd","VinylSd",4,0,0,"CBlock",7,0.478844593722892,1,3,"Detchd",2001,-1.25829173836513,1
"1651",1651,"test",NA,4,3,"VinylSd","VinylSd",2,0,0,"CBlock",7,0.478844593722892,1,3,"Detchd",1986,-1.25829173836513,1
"1652",1652,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.969906233980826,1,3,"Detchd",1973,-1.0152332540748,1.5
"1653",1653,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.858463862619001,1,3,"Detchd",1972,-1.0152332540748,1.5
"1654",1654,"test",NA,3,3,"Plywood","Brk Cmn",0,3,1,"CBlock",7,-0.152662177327446,2,3,"Detchd",1976,0.0933505645176694,2.5
"1655",1655,"test",NA,3,3,"Plywood","Brk Cmn",0,2,1,"CBlock",7,-0.152662177327446,2,3,"Attchd",1975,-0.880859457881774,2
"1656",1656,"test",NA,3,3,"Plywood","Brk Cmn",0,3,1,"CBlock",7,-0.152662177327446,1,3,"Attchd",1977,-0.0884492773905431,2.5
"1657",1657,"test",NA,3,3,"Plywood","Brk Cmn",0,3,1,"CBlock",7,-0.152662177327446,1,3,"Detchd",1978,0.0933505645176694,2.5
"1658",1658,"test",NA,3,4,"Plywood","Brk Cmn",0,3,1,"CBlock",7,-0.152662177327446,3,3,"Attchd",1978,-0.0884492773905431,2.5
"1659",1659,"test",NA,3,3,"Plywood","Brk Cmn",0,0,0,"CBlock",7,-0.593788230634668,1,3,"Attchd",1976,-1.31362212503284,1
"1660",1660,"test",NA,3,4,"HdBoard","HdBoard",0,3,1,"PConc",7,0.850319164928974,2,3,"Attchd",1966,-0.752413917403145,1
"1661",1661,"test",NA,3,5,"VinylSd","VinylSd",0,4,3,"PConc",7,1.30537551465642,3,3,"BuiltIn",2007,2.51207889599215,3.5
"1662",1662,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.81615305006479,2,3,"Attchd",2009,2.35003990646526,2.5
"1663",1663,"test",NA,3,5,"VinylSd","VinylSd",0,4,1,"PConc",7,1.96474287854722,2,3,"Attchd",2008,1.02606279691632,2
"1664",1664,"test",NA,3,5,"VinylSd","VinylSd",0,4,2,"PConc",7,1.34252297177703,3,3,"Attchd",2007,2.31842254265514,2.5
"1665",1665,"test",NA,3,5,"VinylSd","VinylSd",0,4,1,"PConc",7,1.67685008586251,2,3,"Attchd",2008,0.464854589286625,2
"1666",1666,"test",NA,3,4,"VinylSd","VinylSd",0,4,2,"PConc",7,2.13190643558996,3,3,"Attchd",2004,0.555754510240732,2
"1667",1667,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.776024250687757,3,3,"BuiltIn",2007,2.0141054159827,2.5
"1668",1668,"test",NA,3,5,"VinylSd","VinylSd",0,4,1,"PConc",7,2.10868927488958,2,3,"Attchd",2008,0.478687185953555,2
"1669",1669,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.05463017909232,3,3,"Attchd",2006,0.0597571154694128,2
"1670",1670,"test",NA,3,5,"VinylSd","VinylSd",0,4,1,"PConc",7,1.75114500010372,3,3,"Attchd",2008,0.607132726432183,2
"1671",1671,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.511348618703425,3,3,"Attchd",2003,0.512280635001811,2
"1672",1672,"test",NA,3,4,"VinylSd","VinylSd",3,4,1,"PConc",7,1.91830855714646,3,3,"Attchd",2003,1.87973161978967,2
"1673",1673,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.1939331432946,3,3,"BuiltIn",2003,1.77697518740677,3.5
"1674",1674,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.84865707504532,2,3,"Attchd",2006,0.207963508329369,2
"1675",1675,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.0516488368358986,2,3,"Attchd",2005,-0.282105630727552,2
"1676",1676,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.701729336446541,2,3,"Attchd",2005,-0.384862063110455,2
"1677",1677,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.0516488368358986,2,3,"Attchd",2008,-0.282105630727552,2
"1678",1678,"test",NA,3,5,"CemntBd","CmentBd",0,5,1,"PConc",7,2.21084478197125,3,3,"Attchd",2004,1.95877502931498,2.5
"1679",1679,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.984978696991178,3,3,"Attchd",2003,1.38175813978022,2.5
"1680",1680,"test",NA,3,5,"MetalSd","MetalSd",0,4,1,"PConc",7,0.817815139948442,3,3,"Attchd",2008,0.757315204530272,2
"1681",1681,"test",NA,3,5,"VinylSd","VinylSd",0,4,1,"PConc",7,0.30703760454008,2,3,"Attchd",2008,-0.0884492773905431,2
"1682",1682,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.05927361123239,2,3,"Attchd",2002,0.41742854357144,2
"1683",1683,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.0237882439954425,2,3,"Attchd",2003,-0.189229624535313,2
"1684",1684,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.384833784331247,3,3,"Attchd",2005,-0.0884492773905431,2.5
"1685",1685,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.375546920051095,3,3,"Attchd",2005,-0.0212623792940297,2.5
"1686",1686,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.352329759350715,3,3,"Attchd",2005,-0.554805393589871,2
"1687",1687,"test",NA,3,4,"WdShing","Wd Shng",0,4,1,"PConc",7,-0.338399462930487,3,3,"BuiltIn",2004,-0.250488266917428,2.5
"1688",1688,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.17123590588775,3,3,"BuiltIn",2004,0.255389554044555,2.5
"1689",1689,"test",NA,3,4,"VinylSd","VinylSd",3,4,1,"PConc",7,-0.180522770167902,3,3,"Attchd",2004,0.184250485471776,2.5
"1690",1690,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.338399462930487,3,3,"Attchd",2003,-0.0232384645321625,2.5
"1691",1691,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.370903487911019,3,3,"Attchd",2003,-0.313722994537676,2.5
"1692",1692,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.794597979248062,3,3,"BuiltIn",2002,0.994445433106201,2.5
"1693",1693,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.338399462930487,3,3,"BuiltIn",2004,-0.250488266917428,2.5
"1694",1694,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.366260055770943,3,3,"Attchd",2000,0.0261636664211561,2.5
"1695",1695,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.338399462930487,2,3,"BuiltIn",1999,-0.139827493581994,2.5
