"","Id","source","SalePrice","EnclosedPorch","ExterCond","ExterQual","Exterior1st","Exterior2nd","Fence","FireplaceQu","Fireplaces","Foundation","FullBath","Functional","GarageArea","GarageCars","GarageCond","GarageFinish","GarageQual","GarageType","GarageYrBlt","GrLivArea","HalfBath"
"1416",1416,"train",175900,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,660,3,3,2,3,"Attchd",2007,1569,0
"1417",1417,"train",122500,114,3,3,"VinylSd","AsbShng",0,0,0,"PConc",2,7,560,2,3,1,3,"Detchd",1971,2290,0
"1418",1418,"train",340000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,1069,3,3,3,3,"Attchd",1998,2450,1
"1419",1419,"train",124000,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,336,1,3,1,3,"Detchd",1962,1144,1
"1420",1420,"train",223000,216,4,4,"Plywood","Plywood",0,3,1,"CBlock",2,7,540,2,3,2,3,"Attchd",1969,1844,0
"1421",1421,"train",179900,0,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",2,7,776,2,3,2,3,"Attchd",1968,1416,1
"1422",1422,"train",127500,0,3,3,"Plywood","Plywood",0,2,1,"CBlock",2,7,440,2,3,2,3,"Attchd",1977,1069,0
"1423",1423,"train",136500,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",1,7,420,2,3,3,3,"Attchd",2003,848,0
"1424",1424,"train",274970,0,4,4,"Plywood","Plywood",4,4,1,"CBlock",2,7,432,2,4,1,4,"Attchd",1966,2201,0
"1425",1425,"train",144000,0,3,3,"HdBoard","HdBoard",2,3,1,"CBlock",1,6,484,1,3,1,3,"Detchd",1970,1344,0
"1426",1426,"train",142000,0,3,4,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,528,2,3,1,3,"Detchd",1960,1252,0
"1427",1427,"train",271000,0,3,4,"VinylSd","VinylSd",0,3,2,"PConc",2,7,525,2,3,2,3,"Attchd",1994,2127,1
"1428",1428,"train",140000,0,3,3,"MetalSd","MetalSd",0,3,1,"CBlock",1,7,288,1,3,1,3,"Attchd",1962,1558,1
"1429",1429,"train",119000,154,4,3,"MetalSd","MetalSd",3,4,2,"CBlock",1,7,240,1,3,1,3,"Attchd",1940,804,0
"1430",1430,"train",182900,99,4,4,"MetalSd","MetalSd",0,3,1,"CBlock",2,7,467,2,3,3,3,"Attchd",1981,1440,0
"1431",1431,"train",192140,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,372,2,3,3,3,"BuiltIn",2005,1838,1
"1432",1432,"train",143750,0,3,3,"Plywood","Plywood",0,0,0,"CBlock",2,7,440,2,3,2,3,"Attchd",1976,958,0
"1433",1433,"train",64500,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",2,7,216,1,2,1,2,"Detchd",1928,968,0
"1434",1434,"train",186500,0,3,3,"VinylSd","VinylSd",0,3,1,"PConc",2,7,451,2,3,3,3,"Attchd",2000,1792,1
"1435",1435,"train",160000,0,3,3,"BrkFace","BrkFace",0,4,1,"CBlock",2,7,484,2,3,2,3,"Attchd",1977,1126,0
"1436",1436,"train",174000,0,4,4,"Wd Sdng","Wd Sdng",4,4,1,"CBlock",1,7,462,2,3,2,3,"Attchd",1962,1537,1
"1437",1437,"train",120500,0,3,3,"HdBoard","HdBoard",2,0,0,"PConc",1,7,528,2,3,1,3,"Detchd",1974,864,0
"1438",1438,"train",394617,0,3,5,"VinylSd","VinylSd",0,4,1,"PConc",2,7,774,3,3,3,3,"Attchd",2008,1932,0
"1439",1439,"train",149700,158,3,3,"MetalSd","MetalSd",3,0,0,"CBlock",1,7,923,2,3,1,3,"Attchd",1957,1236,0
"1440",1440,"train",197000,216,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",2,7,550,2,3,2,3,"Attchd",1979,1725,1
"1441",1441,"train",191000,0,3,3,"MetalSd","MetalSd",0,4,1,"BrkTil",2,6,672,2,3,3,3,"Detchd",1993,2555,0
"1442",1442,"train",149300,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",1,7,420,2,3,2,3,"Attchd",2004,848,0
"1443",1443,"train",310000,0,3,5,"VinylSd","VinylSd",0,5,1,"PConc",2,7,812,3,3,3,3,"Attchd",2008,2007,1
"1444",1444,"train",121000,0,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",1,7,192,1,1,1,2,"Detchd",1916,952,0
"1445",1445,"train",179600,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,626,2,3,2,3,"Attchd",2004,1422,0
"1446",1446,"train",129000,252,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,7,240,1,3,1,3,"Detchd",1990,913,0
"1447",1447,"train",157900,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,312,1,3,1,3,"Attchd",1962,1188,0
"1448",1448,"train",240000,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,556,2,3,2,3,"Attchd",1995,2090,1
"1449",1449,"train",112000,0,3,3,"MetalSd","HdBoard",2,0,0,"CBlock",1,5,384,1,3,1,2,"Detchd",1950,1346,1
"1450",1450,"train",92000,0,3,3,"CemntBd","CmentBd",0,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,630,0
"1451",1451,"train",136000,0,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",2,7,0,0,0,0,0,"NoGarage",1894,1792,2
"1452",1452,"train",287090,0,3,4,"CemntBd","CmentBd",0,4,1,"PConc",2,7,840,3,3,3,3,"Attchd",2008,1578,0
"1453",1453,"train",145000,0,3,3,"VinylSd","VinylSd",0,0,0,"PConc",1,7,525,2,3,3,3,"Basment",2005,1072,0
"1454",1454,"train",84500,0,3,3,"VinylSd","VinylSd",0,0,0,"PConc",1,7,0,0,0,0,0,"NoGarage",1894,1140,0
"1455",1455,"train",185000,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,400,2,3,2,3,"Attchd",2004,1221,0
"1456",1456,"train",175000,0,3,3,"VinylSd","VinylSd",0,3,1,"PConc",2,7,460,2,3,2,3,"Attchd",1999,1647,1
"1457",1457,"train",210000,0,3,3,"Plywood","Plywood",3,3,2,"CBlock",2,6,500,2,3,1,3,"Attchd",1978,2073,0
"1458",1458,"train",266500,0,4,5,"CemntBd","CmentBd",4,4,2,"Stone",2,7,252,1,3,2,3,"Attchd",1941,2340,0
"1459",1459,"train",142125,112,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,240,1,3,1,3,"Attchd",1950,1078,0
"1460",1460,"train",147500,0,3,4,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,276,1,3,3,3,"Attchd",1965,1256,1
"1461",1461,"test",NA,0,3,3,"VinylSd","VinylSd",3,0,0,"CBlock",1,7,730,1,3,1,3,"Attchd",1961,896,0
"1462",1462,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,312,1,3,1,3,"Attchd",1958,1329,1
"1463",1463,"test",NA,0,3,3,"VinylSd","VinylSd",3,3,1,"PConc",2,7,482,2,3,3,3,"Attchd",1997,1629,1
"1464",1464,"test",NA,0,3,3,"VinylSd","VinylSd",0,4,1,"PConc",2,7,470,2,3,3,3,"Attchd",1998,1604,1
"1465",1465,"test",NA,0,3,4,"HdBoard","HdBoard",0,0,0,"PConc",2,7,506,2,3,2,3,"Attchd",1992,1280,0
"1466",1466,"test",NA,0,3,3,"HdBoard","HdBoard",0,3,1,"PConc",2,7,440,2,3,3,3,"Attchd",1993,1655,1
"1467",1467,"test",NA,0,4,3,"HdBoard","HdBoard",4,0,0,"PConc",2,7,420,2,3,3,3,"Attchd",1992,1187,0
"1468",1468,"test",NA,0,3,3,"VinylSd","VinylSd",0,4,1,"PConc",2,7,393,2,3,3,3,"Attchd",1998,1465,1
"1469",1469,"test",NA,0,3,3,"HdBoard","HdBoard",0,1,1,"PConc",1,7,506,2,3,1,3,"Attchd",1990,1341,1
"1470",1470,"test",NA,0,3,3,"Plywood","Plywood",3,0,0,"CBlock",1,7,525,2,3,3,3,"Attchd",1970,882,0
"1471",1471,"test",NA,0,3,4,"MetalSd","MetalSd",0,2,1,"PConc",2,7,511,2,3,3,3,"Attchd",1999,1337,0
"1472",1472,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,264,1,3,1,3,"Detchd",1971,987,1
"1473",1473,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,320,1,3,1,3,"Detchd",1997,1092,1
"1474",1474,"test",NA,0,3,3,"Plywood","Brk Cmn",0,3,1,"CBlock",2,7,440,2,3,1,3,"Attchd",1975,1456,1
"1475",1475,"test",NA,0,3,3,"Plywood","Brk Cmn",0,0,0,"CBlock",1,7,308,1,3,1,3,"Attchd",1975,836,0
"1476",1476,"test",NA,0,3,5,"VinylSd","VinylSd",0,4,1,"PConc",2,7,751,3,3,3,3,"Attchd",2009,2334,1
"1477",1477,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,868,3,3,2,3,"Attchd",2009,1544,0
"1478",1478,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,730,3,3,3,3,"Attchd",2005,1698,0
"1479",1479,"test",NA,0,3,4,"CemntBd","CmentBd",0,4,1,"PConc",2,7,678,3,3,2,3,"Attchd",2005,1822,0
"1480",1480,"test",NA,0,3,5,"VinylSd","VinylSd",0,4,2,"PConc",2,7,958,3,3,3,3,"Attchd",2003,2696,1
"1481",1481,"test",NA,0,3,4,"VinylSd","VinylSd",0,5,1,"PConc",2,7,756,3,3,3,3,"Attchd",2002,2250,1
"1482",1482,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,484,2,3,2,3,"Attchd",2006,1370,0
"1483",1483,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,430,2,3,3,3,"Attchd",2005,1324,0
"1484",1484,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,437,2,3,3,3,"Attchd",2006,1145,0
"1485",1485,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,400,2,3,3,3,"BuiltIn",2004,1374,1
"1486",1486,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,433,2,3,3,3,"BuiltIn",2004,1733,1
"1487",1487,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,962,3,3,3,3,"Attchd",1998,2475,1
"1488",1488,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,880,3,3,2,3,"Attchd",2005,1595,0
"1489",1489,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,676,2,3,2,3,"Attchd",2009,1218,0
"1490",1490,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,528,2,3,3,3,"Attchd",2005,1468,0
"1491",1491,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,484,2,3,2,3,"Attchd",2004,1659,1
"1492",1492,"test",NA,80,2,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",1,7,429,1,3,1,3,"Detchd",1920,1012,0
"1493",1493,"test",NA,186,4,3,"Plywood","Plywood",4,2,2,"CBlock",2,7,461,2,3,3,3,"Attchd",1974,1494,0
"1494",1494,"test",NA,0,3,4,"HdBoard","ImStucc",0,3,1,"PConc",2,7,762,3,3,2,3,"Attchd",1993,2349,1
"1495",1495,"test",NA,0,3,4,"HdBoard","HdBoard",0,3,1,"PConc",2,7,713,3,3,2,3,"Attchd",1992,2225,1
"1496",1496,"test",NA,0,3,4,"MetalSd","MetalSd",0,4,1,"PConc",2,7,506,2,3,3,3,"Attchd",2004,1488,0
"1497",1497,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,588,2,3,2,3,"Attchd",2004,1680,1
"1498",1498,"test",NA,0,3,4,"MetalSd","MetalSd",0,0,0,"PConc",2,7,480,2,3,2,3,"Detchd",2004,1200,1
"1499",1499,"test",NA,0,3,4,"MetalSd","MetalSd",0,0,0,"PConc",2,7,480,2,3,2,3,"Detchd",2004,1200,1
"1500",1500,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,480,2,3,2,3,"Detchd",2005,1236,1
"1501",1501,"test",NA,0,3,4,"MetalSd","MetalSd",0,0,0,"PConc",2,7,440,2,3,1,3,"Detchd",2000,1512,1
"1502",1502,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,496,2,3,2,3,"Attchd",2003,1080,1
"1503",1503,"test",NA,0,3,4,"CemntBd","CmentBd",0,4,1,"PConc",1,7,852,3,3,2,3,"Attchd",2010,1418,1
"1504",1504,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,592,2,3,2,3,"Attchd",2000,1848,1
"1505",1505,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,596,2,3,2,3,"Attchd",2002,1492,0
"1506",1506,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",2,7,535,2,3,2,3,"Attchd",1967,1829,0
"1507",1507,"test",NA,0,3,3,"MetalSd","MetalSd",0,3,1,"PConc",2,7,660,2,3,1,3,"Attchd",1993,2495,1
"1508",1508,"test",NA,0,3,3,"MetalSd","MetalSd",0,3,1,"PConc",3,7,678,2,3,2,3,"Attchd",1978,1891,0
"1509",1509,"test",NA,0,3,3,"MetalSd","MetalSd",2,0,0,"CBlock",1,7,441,2,3,2,3,"Attchd",1971,1645,2
"1510",1510,"test",NA,0,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,7,490,2,3,2,3,"Attchd",1966,1232,1
"1511",1511,"test",NA,120,3,3,"HdBoard","HdBoard",0,0,0,"PConc",1,7,504,2,3,2,3,"Attchd",1966,1209,0
"1512",1512,"test",NA,0,3,3,"Wd Sdng","Plywood",4,0,0,"CBlock",2,7,517,2,3,2,3,"Attchd",1967,1510,0
"1513",1513,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",2,7,480,2,3,1,3,"Attchd",1964,1775,0
"1514",1514,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",2,7,0,0,0,0,0,"NoGarage",1894,1728,0
"1515",1515,"test",NA,0,3,4,"MetalSd","MetalSd",2,4,2,"CBlock",2,5,400,2,3,1,3,"Detchd",1994,2461,0
"1516",1516,"test",NA,150,4,3,"MetalSd","MetalSd",0,4,1,"CBlock",2,7,470,2,3,1,3,"Attchd",1949,1556,0
"1517",1517,"test",NA,0,3,3,"HdBoard","HdBoard",0,4,1,"CBlock",1,7,315,1,3,1,3,"Attchd",1966,1128,0
"1518",1518,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",2,7,576,2,3,1,3,"Attchd",1958,1604,0
"1519",1519,"test",NA,0,3,4,"VinylSd","VinylSd",3,0,0,"PConc",2,7,620,2,3,2,3,"Attchd",2003,1480,0
"1520",1520,"test",NA,0,3,3,"MetalSd","MetalSd",4,0,0,"CBlock",1,7,308,1,3,2,3,"Attchd",1959,1143,0
"1521",1521,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,312,1,3,2,3,"Attchd",1959,1206,0
"1522",1522,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",2,4,2,"CBlock",1,7,440,2,3,1,3,"Attchd",1956,1580,1
"1523",1523,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,263,1,3,1,3,"Attchd",1956,1337,0
"1524",1524,"test",NA,0,3,3,"WdShing","Wd Shng",0,0,0,"CBlock",1,7,318,1,3,1,3,"Detchd",1952,1064,0
"1525",1525,"test",NA,205,4,3,"MetalSd","MetalSd",2,0,0,"CBlock",1,7,305,1,3,1,3,"Attchd",1955,972,0
"1526",1526,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,264,1,3,1,3,"Attchd",1958,988,0
"1527",1527,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",1,7,676,2,3,1,3,"Detchd",1989,985,0
"1528",1528,"test",NA,0,3,3,"WdShing","Wd Shng",2,0,0,"CBlock",1,7,280,1,3,1,3,"Detchd",1950,1224,0
"1529",1529,"test",NA,0,3,3,"BrkFace","Wd Sdng",0,0,0,"CBlock",1,7,484,2,3,2,3,"Detchd",1960,1175,1
"1530",1530,"test",NA,113,3,3,"Wd Sdng","Wd Sdng",0,3,1,"CBlock",1,6,440,2,3,2,3,"Attchd",1963,1395,0
"1531",1531,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,4,2,"PConc",1,5,240,1,3,1,3,"Basment",1900,1844,0
"1532",1532,"test",NA,135,3,3,"Wd Sdng","Wd Sdng",3,4,1,"PConc",1,7,0,0,0,0,0,"NoGarage",1894,936,0
"1533",1533,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,551,2,3,1,3,"Detchd",1957,1347,0
"1534",1534,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"PConc",1,7,240,1,3,1,2,"Detchd",1938,1251,0
"1535",1535,"test",NA,126,4,3,"VinylSd","VinylSd",0,4,1,"BrkTil",1,7,240,1,3,1,3,"Detchd",1948,1633,0
"1536",1536,"test",NA,334,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",1,7,315,1,3,1,3,"Detchd",1962,1245,0
"1537",1537,"test",NA,0,2,3,"AsbShng","AsbShng",0,4,1,"BrkTil",1,7,780,2,2,1,2,"Detchd",1928,832,0
"1538",1538,"test",NA,246,4,4,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",2,7,288,1,3,1,3,"Detchd",1930,1566,0
"1539",1539,"test",NA,0,4,4,"Wd Sdng","Wd Sdng",0,0,0,"Stone",3,7,624,2,3,1,3,"Detchd",2003,2268,0
"1540",1540,"test",NA,18,2,3,"MetalSd","MetalSd",0,0,0,"BrkTil",2,7,0,0,0,0,0,"NoGarage",1894,2256,0
"1541",1541,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,6,624,2,3,1,3,"Detchd",1970,1470,1
"1542",1542,"test",NA,0,4,3,"MetalSd","MetalSd",3,0,0,"CBlock",1,7,363,1,3,1,3,"Detchd",1950,1612,1
"1543",1543,"test",NA,60,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",1,7,315,1,3,1,3,"Detchd",1928,2068,1
"1544",1544,"test",NA,41,3,3,"MetalSd","MetalSd",3,0,0,"BrkTil",1,7,200,1,3,1,2,"Detchd",1926,765,0
"1545",1545,"test",NA,128,3,3,"MetalSd","MetalSd",3,0,0,"BrkTil",1,7,240,1,3,1,3,"Detchd",1939,1132,0
"1546",1546,"test",NA,0,4,3,"MetalSd","MetalSd",0,4,2,"CBlock",1,7,576,2,3,1,3,"Detchd",1973,1196,1
"1547",1547,"test",NA,35,3,3,"MetalSd","MetalSd",0,2,2,"CBlock",1,5,240,1,3,1,3,"Detchd",1942,1453,1
"1548",1548,"test",NA,48,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,312,1,3,1,3,"Detchd",1948,1416,1
"1549",1549,"test",NA,32,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,7,624,2,3,3,3,"Detchd",1979,1040,0
"1550",1550,"test",NA,0,3,3,"MetalSd","MetalSd",3,4,1,"BrkTil",2,7,480,2,3,1,3,"Detchd",1930,1536,0
"1551",1551,"test",NA,128,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",1,7,288,1,3,1,3,"Detchd",1923,1068,0
"1552",1552,"test",NA,364,2,3,"MetalSd","MetalSd",4,3,1,"CBlock",1,7,572,2,3,1,3,"Detchd",1915,1962,1
"1553",1553,"test",NA,0,4,4,"Wd Sdng","Wd Sdng",0,0,0,"PConc",1,7,0,0,0,0,0,"NoGarage",1894,1560,1
"1554",1554,"test",NA,112,4,3,"VinylSd","VinylSd",4,0,0,"BrkTil",1,7,180,1,3,1,3,"Detchd",1920,1324,0
"1555",1555,"test",NA,0,3,3,"HdBoard","HdBoard",0,4,2,"CBlock",2,7,365,1,3,1,3,"Attchd",1959,1675,0
"1556",1556,"test",NA,248,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",1,4,180,1,2,1,2,"Detchd",1917,1224,1
"1557",1557,"test",NA,168,2,2,"Wd Sdng","Wd Shng",0,0,0,"BrkTil",1,7,0,0,0,0,0,"NoGarage",1894,1392,0
"1558",1558,"test",NA,45,3,3,"VinylSd","VinylSd",3,0,0,"CBlock",1,7,231,1,3,1,3,"Detchd",1940,919,0
"1559",1559,"test",NA,239,3,3,"Wd Sdng","Stucco",0,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,1884,1
"1560",1560,"test",NA,0,4,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",2,7,450,2,2,1,3,"Detchd",1910,1680,0
"1561",1561,"test",NA,0,2,2,"Plywood","Plywood",0,0,0,"CBlock",2,7,0,0,0,0,0,"NoGarage",1894,1832,0
"1562",1562,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,416,1,3,1,3,"Detchd",1966,892,0
"1563",1563,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,280,1,3,1,3,"Detchd",1969,864,0
"1564",1564,"test",NA,0,3,3,"Plywood","Plywood",0,3,2,"CBlock",1,7,591,2,3,3,3,"Attchd",1978,1373,0
"1565",1565,"test",NA,0,4,3,"HdBoard","HdBoard",3,3,2,"CBlock",1,7,480,2,3,1,3,"Attchd",1968,1440,1
"1566",1566,"test",NA,0,4,4,"Wd Sdng","Wd Sdng",0,3,2,"CBlock",1,7,690,2,3,2,3,"Attchd",1977,1483,1
"1567",1567,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",1,7,440,2,3,1,3,"Detchd",1945,756,0
"1568",1568,"test",NA,0,3,3,"VinylSd","VinylSd",0,3,1,"PConc",2,7,522,2,3,3,3,"Attchd",1978,1981,1
"1569",1569,"test",NA,60,3,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",2,7,480,1,3,2,3,"Attchd",1938,1610,0
"1570",1570,"test",NA,52,3,3,"Wd Sdng","Plywood",3,3,1,"CBlock",1,7,467,1,3,1,3,"Attchd",1987,1074,0
"1571",1571,"test",NA,0,3,3,"WdShing","Wd Shng",3,3,1,"CBlock",1,7,209,1,3,1,2,"Detchd",1947,1531,0
"1572",1572,"test",NA,0,3,3,"WdShing","Wd Shng",0,0,0,"CBlock",1,7,366,1,3,3,3,"Attchd",1954,1172,0
"1573",1573,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,2,"PConc",1,7,572,2,3,2,3,"Attchd",2009,1508,0
"1574",1574,"test",NA,0,2,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",2,7,504,2,2,1,3,"Detchd",1964,1298,0
"1575",1575,"test",NA,0,3,4,"Plywood","Plywood",3,3,2,"CBlock",1,7,528,2,4,2,4,"Attchd",1987,1433,1
"1576",1576,"test",NA,0,4,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,1017,4,3,2,3,"2Types",2000,1802,1
"1577",1577,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,615,2,3,2,3,"Attchd",2009,1222,0
"1578",1578,"test",NA,0,3,3,"Wd Sdng","Plywood",0,0,0,"PConc",2,7,484,2,3,1,3,"Detchd",1957,1445,0
"1579",1579,"test",NA,0,4,3,"VinylSd","VinylSd",4,0,0,"PConc",1,7,580,2,3,1,4,"Attchd",1998,965,0
"1580",1580,"test",NA,0,3,3,"VinylSd","VinylSd",0,3,1,"PConc",2,7,513,2,3,2,3,"Attchd",1997,1692,1
"1581",1581,"test",NA,0,4,4,"CemntBd","CmentBd",3,0,0,"CBlock",1,7,308,1,3,1,3,"Attchd",1977,1026,1
"1582",1582,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",3,0,0,"CBlock",1,7,484,2,3,1,3,"Detchd",1977,876,0
"1583",1583,"test",NA,0,3,4,"CemntBd","CmentBd",0,4,1,"PConc",2,7,850,3,3,2,3,"Attchd",2003,1978,1
"1584",1584,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,621,2,3,3,3,"Attchd",1997,2098,1
"1585",1585,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",1,7,420,2,3,3,3,"Attchd",2003,848,0
"1586",1586,"test",NA,0,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,6,240,1,3,1,3,"Detchd",1945,640,0
"1587",1587,"test",NA,56,4,3,"VinylSd","VinylSd",3,0,0,"CBlock",1,7,319,1,3,1,3,"Detchd",1954,992,0
"1588",1588,"test",NA,168,3,3,"MetalSd","MetalSd",3,0,0,"CBlock",1,7,336,1,3,2,3,"Attchd",1968,1196,0
"1589",1589,"test",NA,0,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,7,480,2,2,1,3,"Detchd",1956,1120,0
"1590",1590,"test",NA,0,3,3,"Plywood","Plywood",0,2,1,"CBlock",1,7,352,1,3,1,3,"Detchd",1975,1096,0
"1591",1591,"test",NA,0,3,3,"WdShing","Wd Shng",3,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,960,0
"1592",1592,"test",NA,36,3,3,"MetalSd","VinylSd",3,4,1,"BrkTil",2,7,260,1,3,1,3,"Detchd",1979,1296,0
"1593",1593,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",1,7,399,2,3,1,3,"Detchd",1939,856,0
"1594",1594,"test",NA,0,3,3,"Plywood","CBlock",0,0,0,"Slab",3,5,0,0,0,0,0,"NoGarage",1894,2650,0
"1595",1595,"test",NA,0,3,3,"VinylSd","VinylSd",0,4,1,"PConc",1,7,0,0,0,0,0,"NoGarage",1894,1666,0
"1596",1596,"test",NA,86,4,4,"Wd Sdng","Wd Sdng",0,3,2,"BrkTil",1,7,312,1,3,1,3,"Attchd",1941,2133,1
"1597",1597,"test",NA,0,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",2,7,484,2,3,1,3,"Detchd",1950,2177,1
"1598",1598,"test",NA,0,3,3,"VinylSd","VinylSd",0,0,0,"PConc",2,7,473,2,3,2,3,"BuiltIn",1994,1652,1
"1599",1599,"test",NA,0,3,4,"HdBoard","HdBoard",0,3,1,"CBlock",1,7,598,2,3,3,3,"Attchd",1989,1034,0
"1600",1600,"test",NA,0,3,4,"HdBoard","HdBoard",0,3,1,"CBlock",2,7,531,2,3,1,3,"Attchd",1989,1191,0
"1601",1601,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",1,7,200,1,2,1,2,"Detchd",1951,540,0
"1602",1602,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",3,0,0,"BrkTil",1,7,625,1,3,1,3,"Detchd",1950,1107,0
"1603",1603,"test",NA,265,2,2,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,330,1,3,2,3,"Detchd",1896,952,0
"1604",1604,"test",NA,0,3,4,"CemntBd","CmentBd",0,4,1,"PConc",2,7,525,2,3,3,3,"Attchd",2004,1646,0
"1605",1605,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,741,3,3,1,3,"Attchd",1998,1916,1
"1606",1606,"test",NA,0,3,3,"Plywood","Plywood",4,2,1,"CBlock",2,7,473,2,3,1,3,"Attchd",1977,1285,0
"1607",1607,"test",NA,0,3,3,"Plywood","Plywood",0,0,0,"CBlock",3,7,776,2,3,1,3,"2Types",1976,2048,0
