Id,source,SalePrice,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Bath,Unnamed: 0,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1301,train,225000.0,GasA,4,2Story,1,2,Lvl,Gtl,0.370596833,CulDSac,-0.095129546,IR1,0,60,RL,344,None,none,0,5,Gilbert,3,4,VinylSd,VinylSd,0,3,1,PConc,7,0.07950943,3,3,Attchd,1999,0.952947643,2.5,1301,1005,978,0,,3,1Fam,TA,No,694.0,0.0,GLQ,Unf,0,0,Gd,284.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,0.0450333952058,AllPub,-0.929191516623,1999,1999,2009
1302,train,177500.0,GasA,1,2Story,1,2,Bnk,Gtl,-0.33752614,Inside,0.171857693,IR1,0,70,RL,0,None,none,0,11,Crawfor,3,3,Wd Sdng,Wd Sdng,0,4,2,CBlock,7,-1.206721273,1,3,Attchd,1942,-0.013358038,1.0,1302,753,741,0,,3,1Fam,TA,No,547.0,0.0,BLQ,Unf,0,0,TA,224.0,Y,Norm,Norm,SBrkr,-1.07568666246,7,6,P,0.0,None,CompShg,Gable,WD,3.42225350856,Pave,7,-0.332392804599,AllPub,-0.929191516623,1942,1950,2009
1303,train,290000.0,GasA,4,2Story,1,2,Lvl,Gtl,0.249985283,Inside,0.986098015,Reg,0,60,RL,391,BrkFace,none,0,12,NoRidge,3,4,VinylSd,VinylSd,0,3,1,PConc,7,1.723284407,2,3,Attchd,1994,2.025961927,2.5,1303,1203,1323,0,,4,1Fam,TA,No,740.0,0.0,GLQ,Unf,1,0,Gd,425.0,Y,Norm,Norm,SBrkr,0.941003793305,5,8,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,8,0.340460661743,AllPub,1.38483336758,1994,1994,2006
1304,train,232000.0,GasA,4,1Story,1,2,Lvl,Gtl,-0.049193497,Inside,0.296884317,Reg,0,20,RL,228,BrkFace,none,0,4,Somerst,3,4,VinylSd,VinylSd,0,0,0,PConc,7,1.676850086,2,3,Attchd,2005,0.227724361,2.0,1304,1616,0,0,,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0,0,Gd,1616.0,Y,Norm,Norm,SBrkr,0.800624740172,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.936472587944,AllPub,1.12777166724,2005,2005,2006
1305,train,130000.0,GasA,4,2Story,1,2,Lvl,Gtl,-1.910317545,Inside,-2.1602673,Reg,0,160,RM,117,Stone,none,0,4,Edwards,3,4,VinylSd,VinylSd,0,0,0,PConc,3,-0.431268106,1,3,Detchd,2004,0.409524203,2.0,1305,976,732,0,,3,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,976.0,Y,Norm,Norm,SBrkr,0.6094836103,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.041668098831,AllPub,-0.929191516623,2004,2004,2006
1306,train,325000.0,GasA,4,1Story,1,3,Lvl,Gtl,0.766991904,Corner,1.463817134,IR1,0,20,RL,300,Stone,none,0,11,NridgHt,3,4,VinylSd,VinylSd,0,5,2,PConc,7,1.704710679,3,3,Attchd,2006,0.298863429,2.0,1306,1652,0,0,,2,1Fam,TA,No,1572.0,0.0,GLQ,Unf,1,0,Ex,80.0,Y,Norm,Norm,SBrkr,1.07821190947,5,9,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,0.97874732757,AllPub,1.57103003307,2006,2007,2009
1307,train,202500.0,GasA,4,1Story,1,2,Lvl,Gtl,-0.485461977,Inside,-0.952239155,IR1,0,120,RL,94,Stone,none,0,9,NridgHt,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.005214515,2,3,Attchd,2005,-0.262344778,2.0,1307,1368,0,0,,2,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,1368.0,Y,Norm,Norm,SBrkr,0.545028498069,5,7,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,6,0.625704759117,AllPub,0.856947544308,2005,2006,2006
1308,train,138000.0,GasA,4,1Story,1,1,Lvl,Gtl,-0.193402192,Inside,-0.287413293,Reg,0,20,RL,0,None,none,0,5,CollgCr,4,3,VinylSd,VinylSd,0,0,0,PConc,7,0.033075108,1,3,Detchd,2000,-1.009304998,1.0,1308,990,0,0,,3,1Fam,Gd,No,746.0,0.0,ALQ,Unf,1,0,Gd,244.0,Y,Norm,Norm,SBrkr,0.841269757994,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.0651247633293,AllPub,-0.929191516623,1994,1995,2009
1309,train,147000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.584111683,Inside,1.234522179,Reg,0,20,RM,0,None,none,0,5,OldTown,3,3,MetalSd,MetalSd,2,0,0,CBlock,7,0.255959851,1,3,Attchd,1948,-0.748461747,1.0,1309,1122,0,0,,2,1Fam,TA,No,144.0,608.0,GLQ,ALQ,1,0,TA,172.0,Y,Norm,Norm,SBrkr,0.558572767506,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.0475744187635,AllPub,-0.929191516623,1948,2005,2008
1310,train,179200.0,GasA,3,1Story,1,2,Lvl,Gtl,-0.430417046,Inside,0.041353736,Reg,0,20,RL,88,BrkFace,none,0,6,SawyerW,3,3,HdBoard,HdBoard,2,0,0,CBlock,7,0.107370023,2,3,Attchd,1991,-0.408575086,2.0,1310,1294,0,0,,3,1Fam,TA,No,1200.0,0.0,GLQ,Unf,1,0,Gd,78.0,Y,Norm,Norm,SBrkr,0.728363463995,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.503172371073,AllPub,0.765153968615,1991,1991,2008
1311,train,335000.0,GasA,2,1Story,1,3,Lvl,Gtl,1.323954127,Inside,1.234522179,Reg,0,20,RL,0,None,none,0,5,Crawfor,4,4,BrkFace,HdBoard,0,3,2,PConc,7,0.437053704,3,3,Attchd,1959,0.792884739,2.0,1311,1902,0,0,,3,1Fam,TA,Av,1406.0,0.0,GLQ,Unf,1,0,Gd,496.0,Y,PosA,Norm,SBrkr,1.45063866348,8,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,1.25585259827,AllPub,-0.929191516623,1959,2002,2010
1312,train,203000.0,GasA,4,1Story,1,2,Lvl,Gtl,-0.02095904,Inside,0.085493269,Reg,0,20,RL,80,BrkFace,none,0,1,CollgCr,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.163091208,2,3,Attchd,2005,-0.448096791,2.0,1312,1274,0,0,,3,1Fam,TA,No,925.0,0.0,GLQ,Unf,1,0,Gd,349.0,Y,Norm,Norm,SBrkr,1.05760959958,5,7,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,6,0.497588221984,AllPub,1.28013068935,2005,2007,2007
1313,train,302000.0,GasA,4,2Story,1,2,Lvl,Gtl,0.140818138,Inside,0.887325522,IR1,0,60,RL,336,BrkFace,none,0,6,NoRidge,3,4,Wd Sdng,Wd Sdng,0,5,1,PConc,7,1.286801786,2,4,Attchd,1990,2.587170135,2.5,1313,1453,1357,0,,4,1Fam,TA,No,482.0,0.0,GLQ,Unf,0,0,Ex,971.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,0.736354616057,AllPub,1.72647760052,1990,1990,2007
1314,train,333168.0,GasA,4,2Story,1,2,Lvl,Gtl,0.991908228,Corner,1.463817134,IR1,0,60,RL,165,BrkFace,none,0,5,NoRidge,3,4,VinylSd,VinylSd,0,3,1,PConc,7,1.421461318,3,3,BuiltIn,1999,2.17021615,2.5,1314,1422,1177,0,,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,1393.0,Y,Norm,Norm,SBrkr,0.471435816564,5,9,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,10,0.658736530837,AllPub,1.94868967365,1999,1999,2010
1315,train,119000.0,GasA,4,1Story,1,1,Lvl,Gtl,-0.164944167,Inside,-0.287413293,Reg,0,20,RL,0,None,none,0,10,Edwards,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,7,-0.89561132,1,3,Detchd,1956,-1.092300578,1.0,1315,948,0,0,,3,1Fam,TA,No,732.0,0.0,Rec,Unf,1,0,TA,216.0,Y,Norm,Norm,SBrkr,0.558572767506,6,4,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,-0.00596055061863,AllPub,-0.929191516623,1954,1954,2007
1316,train,206900.0,GasA,2,2Story,1,1,Lvl,Gtl,0.426814159,Inside,0.750319132,Reg,0,60,RL,0,None,none,0,6,NAmes,3,3,HdBoard,HdBoard,0,4,2,CBlock,7,0.478844594,1,3,Attchd,1969,1.207862639,2.5,1316,1092,1020,0,,4,1Fam,TA,Mn,500.0,276.0,ALQ,LwQ,0,0,Fa,176.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,0.000903246542093,AllPub,1.31888276359,1969,1969,2008
1317,train,295493.0,GasA,4,1Story,1,3,Lvl,Gtl,0.270417704,Inside,-0.238166485,IR1,0,20,RL,270,Stone,none,0,1,CollgCr,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.797579322,2,3,Attchd,2008,0.255389554,2.0,1317,1630,0,0,,3,1Fam,TA,Gd,0.0,0.0,Unf,Unf,1,0,Ex,1622.0,Y,Norm,Norm,SBrkr,0.633193407753,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,0.943563816216,AllPub,1.0115143034,2008,2008,2009
1318,train,208900.0,GasA,4,1Story,1,2,Lvl,Gtl,-1.460544974,Corner,-1.014964924,Reg,0,120,FV,0,None,none,0,4,Somerst,3,4,VinylSd,VinylSd,0,4,1,PConc,7,-0.031932942,2,3,Attchd,2006,-0.293962142,2.0,1318,1352,0,0,Pave,2,TwnhsE,Gd,No,0.0,0.0,Unf,Unf,0,0,Ex,1352.0,Y,Norm,Norm,SBrkr,1.53259480569,5,7,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,5,0.604342228339,AllPub,-0.929191516623,2006,2007,2007
1319,train,275000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.992837101,CulDSac,0.171857693,IR2,0,20,RL,178,BrkFace,none,0,8,CollgCr,3,4,VinylSd,VinylSd,0,3,1,PConc,7,1.277514922,2,3,Attchd,2001,0.565634936,2.0,1319,1787,0,0,,3,1Fam,TA,Gd,0.0,0.0,Unf,Unf,0,0,Gd,1753.0,Y,Norm,Norm,SBrkr,1.27930622131,5,8,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,7,1.09400982655,AllPub,1.09719613348,2001,2002,2006
1320,train,111000.0,GasA,4,1Story,1,1,Bnk,Gtl,0.268307232,Inside,0.37741257,Reg,0,20,RL,132,BrkFace,none,0,2,Edwards,3,3,Wd Sdng,Wd Sdng,0,0,0,PConc,7,-1.044201148,1,3,Attchd,1954,-1.092300578,1.0,1320,948,0,0,,3,1Fam,TA,No,492.0,0.0,ALQ,Unf,0,0,TA,372.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,4,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,-0.155023418642,AllPub,-0.929191516623,1954,1954,2007
1321,train,156500.0,GasA,3,1Story,1,1,Lvl,Gtl,-0.115298063,Inside,0.171857693,Reg,0,20,RL,0,None,none,0,6,NAmes,3,3,BrkFace,BrkFace,0,4,2,CBlock,7,-0.143375313,2,3,Attchd,1957,-0.044975402,1.5,1321,1478,0,0,,3,1Fam,TA,No,189.0,661.0,ALQ,Rec,1,0,TA,628.0,Y,Norm,Norm,SBrkr,-1.07568666246,3,6,Y,0.0,None,CompShg,Hip,WD,3.3938098374,Pave,6,0.768034184011,AllPub,0.774893312181,1957,1957,2009
1322,train,72500.0,Floor,2,1Story,1,1,Lvl,Gtl,-0.580191127,Corner,-0.77161634,IR1,0,20,RL,0,None,none,0,7,BrkSide,3,3,VinylSd,VinylSd,0,0,0,CBlock,7,-0.863107295,1,3,Detchd,1955,-1.542848013,1.0,1322,720,0,0,,2,1Fam,,,0.0,0.0,,,0,0,,0.0,N,Feedr,Norm,SBrkr,-1.07568666246,6,3,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,4,-4.74688154527,AllPub,-0.929191516623,1949,1950,2008
1323,train,190000.0,GasA,4,2Story,1,2,Lvl,Gtl,0.262732347,Inside,1.43610192,IR1,0,60,RL,0,None,none,0,6,NoRidge,3,4,HdBoard,HdBoard,0,3,1,PConc,7,0.423123408,2,3,Attchd,1992,0.834382529,2.5,1323,1061,862,0,,3,1Fam,TA,No,674.0,0.0,GLQ,Unf,1,0,Gd,76.0,Y,Norm,Norm,SBrkr,0.597213546856,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,-0.374494265637,AllPub,1.21833401842,1992,1992,2010
1324,train,82500.0,GasA,3,1Story,1,0,HLS,Gtl,-1.00728063,Inside,-0.830615574,Reg,0,30,RL,0,None,none,0,12,BrkSide,3,2,VinylSd,VinylSd,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.566561036,1.0,1324,708,0,0,,2,1Fam,TA,No,280.0,0.0,LwQ,Unf,0,0,TA,140.0,Y,Norm,Norm,SBrkr,-1.07568666246,7,4,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,-1.18223553249,AllPub,0.98307921528,1940,1950,2009
1325,train,147000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.223847147,Inside,0.37741257,Reg,0,20,RL,428,BrkFace,none,0,2,Somerst,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.960099446,2,3,Attchd,2007,0.581443618,2.0,1325,1795,0,0,,2,1Fam,TA,Av,0.0,0.0,Unf,Unf,0,0,Ex,1795.0,Y,Norm,Norm,SBrkr,0.708648384556,5,8,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,7,1.14057411037,AllPub,-0.929191516623,2006,2007,2007
1326,train,55000.0,GasA,1,1Story,1,1,Lvl,Gtl,-1.757266562,Inside,-1.495441437,Reg,0,30,RM,0,None,none,0,1,IDOTRR,3,3,AsbShng,AsbShng,3,0,0,BrkTil,7,-2.195772319,0,0,NoGarage,1894,-1.392665535,1.0,1326,796,0,0,,2,1Fam,Fa,No,0.0,0.0,Unf,Unf,0,0,TA,796.0,N,Norm,Norm,SBrkr,-1.07568666246,4,4,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.283304588941,AllPub,-0.929191516623,1922,1950,2008
1327,train,79000.0,GasA,4,1Story,1,2,Bnk,Mod,-1.442089154,Inside,0.171857693,Reg,0,30,RH,0,None,none,0,5,Edwards,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-2.195772319,0,0,NoGarage,1894,-1.43613941,1.0,1327,774,0,0,,3,1Fam,TA,No,544.0,0.0,Rec,Unf,0,0,TA,0.0,Y,Norm,Norm,SBrkr,-1.07568666246,6,3,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.839216782235,AllPub,-0.929191516623,1931,2006,2007
1328,train,130500.0,GasA,4,1Story,1,2,Lvl,Gtl,-0.588196694,Inside,-0.287413293,Reg,0,20,RL,0,None,none,0,10,Mitchel,4,4,VinylSd,VinylSd,3,5,1,CBlock,7,-0.969906234,1,3,Attchd,1982,-1.35314383,1.0,1328,816,0,0,,3,1Fam,TA,No,641.0,0.0,ALQ,Unf,0,1,TA,175.0,Y,Norm,Norm,SBrkr,-1.07568666246,9,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.244804460478,AllPub,-0.929191516623,1982,2008,2008
1329,train,256000.0,GasW,4,1.5Fin,1,1,Lvl,Gtl,0.311030412,Corner,-0.287413293,Reg,0,50,RM,0,None,Shed,1150,6,OldTown,4,4,BrkFace,Wd Sdng,3,3,2,BrkTil,4,0.218812394,1,2,Detchd,1920,2.551600601,2.0,1329,1584,1208,0,Grvl,5,1Fam,TA,No,493.0,0.0,LwQ,Unf,0,0,Gd,1017.0,Y,Norm,Norm,SBrkr,1.98591515884,7,6,Y,0.0,None,CompShg,Gable,WD,4.0312138973,Pave,8,0.808041686427,AllPub,-0.929191516623,1920,1950,2008
1330,train,176500.0,GasA,3,2Story,1,1,Lvl,Gtl,0.038208196,Inside,-0.142049634,IR1,0,60,RL,0,None,none,0,6,Gilbert,3,3,VinylSd,VinylSd,0,3,1,PConc,7,-0.05050667,3,3,Attchd,1998,0.259341725,2.5,1330,955,677,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,935.0,Y,Norm,Norm,SBrkr,0.438790378283,5,7,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,8,-0.0284087198774,AllPub,-0.929191516623,1998,1998,2006
1331,train,227000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.226594353,Inside,0.750319132,Reg,0,20,RL,410,Stone,none,0,12,Somerst,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.635059197,2,3,Attchd,2006,0.172393974,2.0,1331,1588,0,0,,3,1Fam,Gd,Av,0.0,0.0,Unf,Unf,0,0,Gd,1588.0,Y,Norm,Norm,SBrkr,0.666863190511,5,8,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,7,0.903134432573,AllPub,0.906833616967,2006,2006,2007
1332,train,132500.0,GasA,3,SLvl,1,1,Lvl,Gtl,0.373873827,Inside,-0.546651856,IR1,0,80,RL,0,None,none,0,7,CollgCr,3,3,MetalSd,MetalSd,0,0,0,CBlock,7,0.478844594,1,3,Detchd,1976,-1.080444067,1.0,1332,954,0,0,,3,1Fam,TA,Av,483.0,0.0,ALQ,Unf,0,0,TA,428.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.0704316006354,AllPub,-0.929191516623,1976,1976,2006
1333,train,100000.0,GasA,4,1Story,1,1,Lvl,Mod,-0.006992814,Inside,0.041353736,Reg,0,20,RL,0,None,none,0,5,Edwards,3,3,MetalSd,MetalSd,0,4,1,CBlock,7,-0.858463863,1,2,Detchd,1958,-1.35314383,1.0,1333,816,0,0,,2,1Fam,TA,Mn,690.0,0.0,ALQ,Unf,1,0,TA,126.0,Y,Norm,Norm,SBrkr,-1.07568666246,6,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,3,-0.244804460478,AllPub,-0.929191516623,1938,1958,2009
1334,train,125500.0,GasA,4,1.5Fin,1,2,Lvl,Gtl,-0.417574658,Corner,-0.287413293,Reg,0,50,RM,0,None,none,0,7,IDOTRR,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,7,-0.816672973,1,3,Detchd,1951,-0.27815346,1.5,1334,803,557,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,TA,803.0,Y,Norm,Norm,SBrkr,0.849040942506,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.269753406833,AllPub,-0.929191516623,1938,1995,2006
1335,train,125000.0,GasA,2,2Story,1,1,Lvl,Gtl,-2.598182928,Inside,-3.017376908,Reg,0,160,RM,312,None,none,0,5,BrDale,3,3,HdBoard,HdBoard,0,0,0,CBlock,6,-0.152662177,1,3,Attchd,1970,-0.268273034,1.5,1335,765,600,0,,3,TwnhsE,TA,No,765.0,0.0,LwQ,Unf,0,0,TA,0.0,Y,Norm,Norm,SBrkr,0.558572767506,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.344339135875,AllPub,-0.929191516623,1970,1970,2009
1336,train,167900.0,GasA,2,1Story,1,1,Lvl,Gtl,0.156732436,Inside,0.569696316,Reg,0,20,RL,360,BrkFace,none,0,4,NWAmes,3,3,Plywood,Plywood,0,3,1,CBlock,7,0.729589929,2,3,Attchd,1977,-0.329531676,2.0,1336,1334,0,0,,2,1Fam,TA,No,686.0,0.0,ALQ,Unf,0,1,Gd,664.0,Y,Norm,Norm,SBrkr,0.181246604353,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.601659499431,AllPub,-0.929191516623,1977,1977,2009
1337,train,135000.0,GasA,2,1Story,2,1,Lvl,Gtl,0.072870141,Inside,0.819609789,IR1,0,90,RL,564,BrkFace,none,0,11,NWAmes,3,3,Plywood,Plywood,0,0,0,CBlock,7,0.153804344,1,3,Detchd,1973,0.30676777,2.0,1337,1656,0,0,,4,Duplex,TA,No,0.0,0.0,Unf,Unf,0,0,TA,1656.0,Y,Feedr,Norm,SBrkr,1.46091580805,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,0.983404603278,AllPub,-0.929191516623,1973,1973,2008
1338,train,52500.0,Grav,1,1Story,1,0,Bnk,Mod,-1.513164959,Corner,2.501549558,IR1,0,30,RM,0,None,none,0,3,OldTown,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,-2.195772319,0,0,NoGarage,1894,-1.596202314,1.0,1338,693,0,0,Grvl,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,TA,693.0,N,Feedr,Norm,FuseA,0.282322024321,4,4,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-0.493085585092,AllPub,-0.929191516623,1941,1950,2006
1339,train,200000.0,GasA,4,2Story,1,2,Lvl,Gtl,0.807798233,Corner,1.081700784,IR1,0,60,RL,0,None,none,0,6,CollgCr,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.088796294,2,3,BuiltIn,2002,0.711865244,2.5,1339,920,941,0,,3,1Fam,TA,No,700.0,0.0,GLQ,Unf,1,0,Gd,216.0,Y,Norm,Norm,SBrkr,1.01957457639,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,-0.0616135521691,AllPub,0.914824010187,2002,2002,2006
1340,train,128500.0,GasA,4,1Story,1,1,Lvl,Gtl,0.13835828,Corner,1.777724461,IR1,0,20,RL,0,None,none,0,6,CollgCr,4,3,MetalSd,MetalSd,0,0,0,CBlock,7,-0.858463863,2,3,Attchd,1972,-1.258291738,1.0,1340,864,0,0,,3,1Fam,TA,Mn,360.0,0.0,Rec,Unf,0,0,TA,504.0,Y,Norm,Norm,SBrkr,-1.07568666246,7,5,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,-0.155023418642,AllPub,-0.929191516623,1972,1972,2006
1341,train,123000.0,GasA,2,1Story,1,1,Lvl,Gtl,-0.140200414,Inside,0.171857693,Reg,0,20,RL,0,None,none,0,6,NAmes,3,3,MetalSd,MetalSd,2,0,0,CBlock,7,0.033075108,1,3,Detchd,1974,-1.242483056,1.0,1341,872,0,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,TA,858.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.166052202815,AllPub,-0.929191516623,1971,1971,2007
1342,train,155000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.843196101,Inside,-0.003449574,Reg,0,20,RL,0,None,none,0,7,SawyerW,3,3,VinylSd,VinylSd,0,0,0,PConc,7,0.478844594,1,3,Detchd,2004,-0.764270429,1.0,1342,1114,0,0,,3,1Fam,TA,No,814.0,0.0,GLQ,Unf,1,0,Gd,300.0,Y,RRAe,Norm,SBrkr,0.941003793305,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.263392150107,AllPub,-0.929191516623,2003,2004,2008
1343,train,228500.0,GasA,4,2Story,1,2,Lvl,Gtl,0.100039709,Inside,0.171857693,Reg,0,60,RL,149,BrkFace,none,0,8,CollgCr,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.808528276,2,3,Attchd,2002,1.320499497,2.5,1343,1284,885,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,1284.0,Y,Norm,Norm,SBrkr,0.996586402176,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.511525718309,AllPub,1.07825585475,2002,2002,2007
1344,train,177000.0,GasA,3,1.5Fin,1,1,Bnk,Gtl,-0.322420055,Inside,-0.440234687,Reg,0,50,RL,0,None,none,0,3,Crawfor,3,3,BrkFace,Stone,0,3,1,BrkTil,7,-0.607718527,1,2,Detchd,1929,0.814621676,1.5,1344,1172,741,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,TA,896.0,Y,Norm,Norm,SBrkr,-1.07568666246,6,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,-0.0970904629661,AllPub,-0.929191516623,1928,1950,2009
1345,train,155835.0,GasA,4,2Story,1,2,Lvl,Gtl,0.431765524,Corner,0.750319132,IR1,0,60,RL,0,None,none,0,7,CollgCr,3,4,VinylSd,VinylSd,0,3,1,PConc,7,-0.152662177,3,3,Attchd,2006,-0.088449277,2.5,1345,728,728,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0,0,Gd,728.0,Y,Norm,Norm,SBrkr,-1.07568666246,5,7,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,8,-0.419493999136,AllPub,-0.929191516623,2006,2006,2007
1346,train,108500.0,GasA,3,1Story,1,0,Lvl,Gtl,-0.775091988,Inside,-0.830615574,Reg,0,30,RM,0,None,none,0,7,OldTown,3,3,MetalSd,MetalSd,0,0,0,PConc,7,-0.76559522,1,3,Detchd,1997,-1.068587556,1.0,1346,960,0,0,,2,1Fam,TA,No,250.0,0.0,ALQ,Unf,0,0,TA,710.0,Y,Norm,Norm,FuseA,-1.07568666246,4,4,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,0.0145705729229,AllPub,-0.929191516623,1920,1950,2007
1347,train,262500.0,GasA,2,1Story,1,1,Lvl,Gtl,1.660914523,CulDSac,0.569696316,IR2,0,20,RL,0,None,none,0,6,NWAmes,3,3,BrkFace,HdBoard,0,4,1,CBlock,7,0.163091208,2,4,Attchd,1968,1.294810389,2.0,1347,2156,0,290,,3,1Fam,TA,No,297.0,68.0,BLQ,Rec,0,0,TA,1203.0,Y,PosN,Norm,SBrkr,0.953857373236,7,7,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,9,0.879068849427,AllPub,-0.929191516623,1968,2003,2006
